Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,Prin8,Prin9,waterfront_1,view_1,view_2,view_3,view_4,renovated,price
1.0259326143,-0.986926138,0.25902110289999997,0.3345550457,0.1794625663,-0.706452159,0.3907226742,-0.013226836,-0.06732956400000001,0,0,0,0,0,0,13.299672392
0.9150030788,-0.989287958,2.0443990655,1.4651268968,-0.087530185,-1.023788929,0.6195110587,0.1763917145,0.13892398890000002,0,0,0,0,0,0,13.388566418
1.0553274675,0.8708329895999999,-1.4526910919999998,2.3996470957,0.906401171,-0.104049294,0.0268244456,0.0711259786,-0.219733522,0,0,0,0,0,0,13.805460222
-0.02998241,-0.714146211,0.3660489319,-1.359225801,0.1698533446,-1.581007815,0.3032027001,0.2736097864,0.0436140361,0,0,0,0,0,0,12.730801174000002
-1.417197492,-0.382645598,-0.598515727,0.7500369401000001,-0.403010152,-0.5483870679999999,-0.44777358799999994,0.8484057626,0.476363119,0,0,0,0,0,0,12.916568464000001
-0.787215407,-0.997490833,-0.630758052,0.20473275300000002,-0.074773376,-0.142335119,0.6844794927,-0.155841633,0.0748004335,0,0,0,0,0,0,12.953944726
0.09080614039999998,-1.048689926,0.6131700952,1.1662913467,-0.13290376199999998,-0.157181197,0.17137175370000002,0.1556236051,0.0163341834,0,0,0,0,0,0,13.122363377000001
0.5752879087,-1.445487426,-0.031228613,-0.21479622,0.29211462050000003,0.4460032958,-0.91568697,0.0098258696,0.4085971592,0,0,0,0,0,0,12.706847932999999
3.8805891569,2.4346844536,-0.825454017,0.736580399,-2.588273209,0.9439304337000001,0.9010009595999999,0.318177889,-0.270222784,0,0,0,0,0,1,14.14337442
-1.9294221969999998,0.1650068264,-0.996537841,1.7257779841,0.6433831422,0.5861423077000001,0.9983499140000001,0.6303748845,-0.163709713,0,0,0,0,0,0,13.227623888
2.9733928208999996,1.6677221048,-1.689976304,2.7316533343000002,0.9321301856,-1.075087031,0.0888161939,-0.858313478,-0.962691037,0,0,0,0,0,0,14.635796869000002
-0.40533026899999997,-1.366470134,-0.824009674,0.6084163132,-0.176729985,1.2038759166,0.5019166366,-0.08091618,0.4870307218,0,0,0,0,0,0,13.038981768
3.0370729673000003,0.9802386998999999,0.2273606811,-1.7115091480000002,-1.06766011,-0.858367703,1.3048765390000001,-0.144423176,0.8539004775,0,0,0,0,0,0,13.311329477000001
3.925924573,0.6588333899000001,-1.251879657,2.2306600322,1.4875840163999998,-0.249004938,-0.768040753,0.14862907919999999,-0.364956312,0,0,0,0,0,0,14.471993754000001
4.4256556208,-0.317233693,-1.270003967,2.6945401444,-0.164266266,0.8837064659999999,-0.87772323,0.5185855368,0.15583117259999998,0,0,1,0,0,0,14.345550400999999
2.4439886319,-0.003601412,1.7115126402,1.5614589665,1.2912908620999999,-0.256605244,-0.84393071,0.6138244931,-0.251951945,0,0,0,0,0,0,13.669328047999999
1.4067329846,-0.771643228,-1.967854473,2.0185076142,0.092734324,0.040233187999999996,0.9302375664,0.2033837111,0.21870563280000002,0,0,0,0,0,0,13.721199878
-1.003750986,-0.418240765,0.1964170099,-0.825790056,-0.17396893100000002,-1.141911379,-0.2913723,-0.315439122,0.5046056484,0,0,0,0,0,1,12.650758467000001
5.3247607673,0.806988231,-1.095865177,2.0984565998,1.5588012272,-0.100975593,-1.28887506,-0.934166443,-1.284595845,1,0,0,0,1,0,15.163583705999999
-4.060576592,-1.162592527,-0.105289873,0.35175302259999996,-2.313700525,0.0487321139,-0.632678545,-1.1009753740000001,-0.393648169,0,0,0,0,0,0,11.608235645
-0.447171783,0.41883463530000004,0.44785689380000004,-0.845360764,0.4434171738,0.951594808,0.2573512995,-0.539585882,0.1517973583,0,0,0,0,0,0,12.439166528
-3.938753382,-2.199169168,-0.38756539100000004,0.2698539174,-3.3942572369999997,-0.273608155,-0.570958118,-1.091527105,-0.28205869899999997,0,0,0,0,0,0,11.736069015999998
-1.078310879,-0.905514785,0.1392111911,-0.44134165,-0.172155225,-0.156964618,-0.269940745,-0.37735778600000003,0.052337030300000004,0,0,0,0,0,0,12.506177238
0.2927309072,0.9979430542000001,-1.098775252,1.2798586262,-1.32487491,0.0049447639,-0.605219729,0.4615242363,0.7197633146,0,0,0,0,0,0,13.482133525999998
-0.7089187259999999,-0.14966529,0.533910704,-0.903397679,-0.635835209,-0.708215266,0.015151274,0.2030256738,0.2974350018,0,0,0,0,0,0,12.387977449000001
-1.974244584,-0.705744222,0.10722580470000001,-0.2689669,-0.382621031,-0.39747525799999994,-0.404134745,0.5818431958,0.0677270354,0,0,0,0,0,0,12.014003737000001
-0.42160638100000003,-0.5049663560000001,0.2325386668,-0.849852653,-0.720416754,0.55081998,0.15786621650000002,-0.310486488,0.059068160999999994,0,0,0,0,0,0,11.995351614
-3.060788767,-0.5572135029999999,0.0318967596,-0.0038658290000000003,-0.7340338000000001,0.07871804980000001,-0.39100524,-0.181592122,-0.193111885,0,0,0,0,0,0,12.445089545999998
-1.120704792,2.2063772997999997,0.6941973679000001,-0.778273786,0.9654516867,1.1618736156,-0.16154015,-0.212737912,0.2406646331,0,0,1,0,0,0,13.122363377000001
0.20496488300000001,4.0027639976,-0.2190241,-0.385918549,0.8934444649,-1.9782385830000002,0.8688164818999999,0.1967123065,0.7049257109999999,0,0,0,0,0,0,13.429848077
2.2606259375,-0.835635461,-0.460427696,0.37754233130000003,0.36719038270000004,-0.41861341,-1.16671438,0.5725422413,-0.153699556,0,0,0,0,0,0,13.523150895999999
-2.489247158,1.0546098677,-0.36390258600000003,0.34298218490000004,-1.397174079,-1.082540391,-0.457154219,-0.270216086,-0.131362072,0,0,0,0,0,0,13.226723393
2.6468039755,-1.065267993,0.083448274,-1.06660549,0.0153174995,0.8542225662,-0.420848034,0.33912342149999997,0.9127823433,0,1,0,0,0,0,13.648274639
-2.288068102,1.9222845850999999,-1.6267798119999999,2.7561160903,-0.068259234,-0.46377467899999997,-0.10787424,-0.218474277,-0.100664647,0,0,0,0,0,0,13.045482332999999
2.9278201449,2.8328693525,-0.21405437800000002,0.0861557941,-1.139522058,1.2633769005,0.38623548049999995,0.8111512536,-0.274574695,0,0,0,0,1,0,13.910820738
-0.269289687,-1.333075105,-0.5801722260000001,0.1039050144,0.12600583029999998,0.10211765390000001,1.0271802508,-0.5034324410000001,0.0911130444,0,0,0,0,0,0,12.994530006
0.1842666318,1.1222094787,-0.737879762,0.2926945808,-1.422948062,-0.665152715,1.0687522001,0.0541339914,0.2710255411,0,0,0,0,0,1,13.122363377000001
-0.766693953,0.49331495399999997,0.44733107520000004,-1.154415888,-1.281343015,-0.396396639,-0.13093470699999998,1.1176404027,-0.214466458,0,0,0,0,0,0,12.706696407
-2.219771436,-0.48802060700000005,0.0716918968,-0.23085677,-0.477947612,-0.547605977,-0.5779711160000001,0.4361127146,0.3141641295,0,0,0,0,0,0,12.736700897
1.2258785896,-0.869363709,-0.444312621,0.2097944316,0.2847275132,-0.607756169,-0.301446359,0.2199768009,0.4233734643,0,0,0,0,0,0,13.287877815999998
0.3330713731,2.2547635194,-0.088787473,-0.150716175,-0.11423879699999999,-0.483419269,-0.891147637,-0.61841814,0.497686711,0,0,0,0,0,0,13.676593259
2.7932797527999997,-1.32868008,-0.47671262,-0.130192906,0.638959391,-0.09468472900000001,-0.144768825,-0.509780815,-0.47011445799999996,0,0,0,0,0,0,13.735119039
-3.262495276,-0.214632357,0.0954089886,0.1026587964,-0.892351792,-0.14109609,-0.731057517,-0.392607538,-0.057296819000000006,0,0,0,0,0,0,12.043553716
-0.28986370699999997,-1.6018522480000001,0.0367013698,-0.7163130459999999,0.2093348102,0.34521830840000006,0.39292425340000003,-0.490577242,-0.17740740300000002,0,0,0,0,0,0,12.493091997999999
0.23760332850000002,-1.53353481,-0.672353932,0.7391655418,0.0894564329,1.0644451637,0.059747595599999995,-0.40559589799999995,-0.397536845,0,0,0,0,0,0,13.531156275999999
-0.904885872,0.17833664059999998,0.39558504829999996,-0.8759716359999999,1.1085307384,-0.5446282020000001,0.10068201130000001,-0.058872875,0.275414618,0,0,0,0,0,0,12.079658721
-1.2582819459999999,-0.608173606,-0.35408663700000004,0.6417879919,-0.8855630859999999,0.937696207,0.6043696096,0.23916259469999998,-0.07339287,0,0,0,0,0,0,12.994530006
-0.19249946,-1.161072752,-0.5646946829999999,-0.322224161,0.21252570350000002,-0.704466677,1.2653704769,0.3184222816,0.0900076263,0,0,0,0,0,0,12.626426365999999
0.4215411506,-0.8769827240000001,0.26962655059999996,-1.0792987170000001,0.1599238131,-0.6754046579999999,-0.057125095,-1.069797501,-0.157387227,0,0,0,0,0,0,12.644327575999998
-1.282860436,-0.129853752,1.5438040918,1.4732545002000001,0.6653240932,0.8611116338,-1.4212340980000002,1.0162379169,0.3683464938,0,0,0,1,0,0,12.506177238
-1.2777473999999998,0.7961579233,0.5357570685,-1.846530204,-0.669257375,-2.942276456,0.202832483,0.7953219665000001,0.1761704439,0,0,0,0,0,0,12.072541252999999
-0.228365515,-1.452830522,0.1403010227,-0.64506606,0.1364975525,0.2663694115,0.18840463899999998,-0.566521956,-0.325931067,0,0,0,0,0,0,12.628067055999999
0.7598081213,-1.3848148269999998,1.0209115347,-0.37360253,0.286368012,-0.473307665,0.05221312400000001,0.027798217400000002,0.124048121,0,0,0,0,0,0,13.074223002
4.0582953631,0.853743398,-1.922844466,2.9927880189,1.4466625816999998,-0.424229643,-0.096679062,0.1924151018,-0.235144457,0,0,0,0,0,0,14.816142438
-0.128976753,-1.259771051,-0.591500848,0.0840943154,0.1031283804,0.0958539256,0.8686049956,-0.52298104,-0.157727409,0,0,0,0,0,0,13.041153322000001
-2.045250587,1.214622851,-0.32316819399999996,0.7179216654999999,-0.226633848,0.9037877606,-0.186908346,0.39504511950000004,-0.137964786,0,0,0,0,0,0,13.10216067
-0.20559341,-1.335570106,-0.626421572,0.0655724038,0.135899774,0.1239065212,0.9954305719,-0.491279934,-0.011285959,0,0,0,0,0,0,12.759957759
-0.814757381,0.2301512754,-0.8916158040000001,1.1425157747,0.9239696552,-0.014968028999999999,1.2647053105,0.1643206905,-0.126093103,0,0,0,0,0,0,13.060487974
-1.8382861480000001,1.2040099893,0.5883564919,-0.259093015,1.9441604387,0.3943725212,-0.292974948,-0.182468105,0.2546122306,0,0,0,0,0,0,12.834681305
-0.6224292370000001,-0.05657074,0.42216552939999996,-0.77117885,0.7233705162999999,0.9522860038,0.5682396611,-0.14474879300000001,0.1205912464,0,0,0,0,0,0,12.517043907
1.2644269273,-1.246046404,0.1380715181,-0.652287602,0.41968305200000006,-0.293829611,-0.8285996520000001,0.29946221,0.11586405570000001,0,0,0,0,0,0,12.821258285
-0.89964606,-1.45920047,0.0680275104,-0.572205865,0.0733513049,0.163610556,0.35014017140000003,-0.057464459,0.0581926979,0,0,0,0,0,0,12.460714864000002
1.8951245515000001,2.262307699,-1.200467445,0.5992033871,-1.174491777,-2.8390980339999996,0.3840614471,0.1732310803,0.1682342403,0,0,0,0,0,0,13.437174117
0.8957931492,-1.464991088,0.1702247559,-0.9289802640000001,0.43929487219999996,-0.261809992,-0.02273528,0.1321981078,-0.20009848800000002,0,0,0,0,0,0,12.765688433
0.23153695370000002,0.0361380102,-0.244353039,-0.49937851,-0.73649843,-0.414071398,0.8942586368000001,-0.041080031,0.1415791112,0,0,0,0,0,0,13.071070083
0.219063092,0.592686798,0.4499464779,-0.754434715,0.2515106177,1.3342012463,-0.209345753,0.1887487521,0.1136523749,0,0,0,0,0,0,12.567237495
2.3005818266999998,-0.811616035,-1.066239438,1.1750623564,0.38419404030000004,-0.539112632,-0.225752333,0.6909978737000001,0.2142796229,0,0,0,0,0,0,13.392390515
2.0573479591,1.6010117469999998,-0.297178636,0.106927244,-1.265715797,-0.446061663,-2.141018226,-0.857200355,1.2107248798,0,0,0,1,0,1,14.151982795
0.0991120093,-1.325838415,0.22737428559999998,-1.087762034,0.2899113316,-0.495751106,0.519538652,-0.282281248,-0.058688252,0,0,0,0,0,0,12.691272722
-4.325173866,0.6564001671,0.24419747879999998,0.3578538119,-0.01970971,0.8511382495,-0.450263569,-0.977237275,-0.495821041,0,0,0,0,0,0,11.867097279000001
0.996228315,1.9705561193,-0.47061045799999995,0.1639911359,-2.0534373059999997,-0.44010993299999995,0.4152935425,0.0244360087,-0.7488935879999999,0,1,0,0,0,1,13.560618307999999
-1.261967641,-0.584652026,-0.513678923,0.4113517166,-0.328134728,-0.444828216,0.2463159915,0.1479782888,-0.013476173000000001,0,0,0,0,0,0,12.40901349
0.1858253146,2.2310050453,-1.103198944,1.2474644813,-0.256521964,-0.651377147,1.4907874113,0.3257304533,-0.145491975,0,0,0,0,0,0,13.384727642
0.7637545675,-0.375191855,0.7575843140999999,-0.650949846,1.4565175111000002,-0.019703658,-0.106270466,0.0774900035,-0.265445851,0,0,0,0,0,0,13.395439297000001
-2.0129948680000003,1.9115332535,0.5667924963000001,-0.16945221100000002,1.6477791673,0.014566325500000001,-1.124847127,-0.578316115,0.1457755294,0,0,0,0,0,0,12.46843691
0.4993682215,0.7363708225,0.1186968167,-0.584398055,-1.4922900190000001,-0.029491636,0.8334787598000001,0.6419410681000001,-0.36465043799999997,0,0,0,0,0,0,13.089840185999998
1.5257163328999999,-0.823764721,-0.330459928,-0.238696963,0.0530078234,-0.285793776,0.3118669938,0.18287104420000003,-0.679887328,0,0,0,0,0,0,13.161584091
-1.357677801,0.9582748020999999,0.5642142393,-0.55141748,0.09599183039999999,0.5077942941,-0.21657321699999998,-0.064907965,0.3444888245,0,0,0,0,0,0,12.278393307
0.9019682162999999,-1.380434701,0.16448444369999998,-0.924233182,0.4054274679,-0.30127584399999996,-0.134736219,0.0886391489,-0.25398639100000003,0,0,0,0,0,0,13.186276702999999
-0.435608871,0.7498195676999999,-1.348753881,2.0358121972,0.7306235854,-0.33754297200000005,1.4380887435,0.058163595,-0.490097548,0,0,0,0,0,0,13.567049199000001
0.2719557629,-1.426820653,0.1647692104,-1.163120566,0.3471984507,-0.400907955,0.5628355855,-0.20278350399999998,-0.27592573,0,0,0,0,0,0,12.736700897
-1.6469327390000001,-0.8246900220000001,0.1645820029,-0.294923361,-0.327575412,-0.283461869,-0.390711263,0.6850947219,-0.347203156,0,0,0,0,0,0,12.242886619
-0.607637744,0.9316980725,-1.090603963,1.4641318483,-0.9895411890000001,-0.892959962,-0.8489462329999999,-0.31956066699999996,0.2906683927,0,0,0,0,0,1,13.615839363
2.3776610109,1.8374280834999999,0.1238363684,0.7762197702,-0.232401716,0.5552376045,0.5438645867,0.3203034964,0.3076418986,0,0,0,0,0,0,13.763164077999999
-0.298030645,-1.523822705,0.0686733533,-0.686812118,0.1725014544,0.2996897831,0.3009080754,-0.534539871,-0.19935185100000002,0,0,0,0,0,0,12.697700159000002
3.0263184185000003,3.4238383664,0.6368964232,-1.080395164,1.2290786137,-0.75543097,-0.475378905,-0.06134788,0.268400237,0,0,1,0,0,1,14.034646087999999
